inspection_date,vehicle_id,vehicle_age_years,mileage_km,service_gap_months,brake_wear_percent,engine_alerts_90d,vibration_index,battery_voltage,avg_engine_temp_c,prior_failures,harsh_braking_events_30d,failure_probability_hidden,failure_next_30_days
2025-08-06 00:00:00,VH-0532,5.88,109835,3.75,61.29,2,3.09,12.79,94.7,0,8,0.0352,0
2025-08-06 06:00:00,VH-0533,5.11,110397,6.02,53.46,0,5.05,12.31,100.29,1,6,0.0575,0
2025-08-06 12:00:00,VH-0534,3.92,79158,12.1,41.09,1,4.81,12.23,92.27,0,8,0.0292,0
2025-08-06 18:00:00,VH-0535,5.42,63465,1.13,27.66,2,7.61,13.33,83.64,1,11,0.0276,0
2025-08-07 00:00:00,VH-0536,12.4,214889,4.9,61.68,1,6.79,11.84,92.98,1,9,0.4544,0
2025-08-07 06:00:00,VH-0537,7.37,122437,6.68,73.36,1,5.07,12.89,94.34,2,12,0.3885,0
2025-08-07 12:00:00,VH-0538,7.93,107228,10.64,49.01,2,5.01,12.4,97.81,1,6,0.1755,0
2025-08-07 18:00:00,VH-0539,7.39,141660,5.36,57.11,0,4.46,12.17,97.6,2,12,0.1313,0
2025-08-08 00:00:00,VH-0540,9.05,145589,1.15,55.44,1,5.13,12.01,99.59,0,5,0.0551,0
2025-08-08 06:00:00,VH-0541,4.71,70311,17.07,55.03,2,4.62,12.05,92.45,1,10,0.124,0
2025-08-08 12:00:00,VH-0542,0.3,3000,5.5,29.51,0,1.27,12.99,85.34,0,15,0.0013,0
2025-08-08 18:00:00,VH-0543,4.71,39251,6.86,18.66,0,3.83,12.23,84.32,0,5,0.0027,0
2025-08-09 00:00:00,VH-0544,7.31,88143,1.55,59.52,0,4.28,13.07,87.44,1,8,0.0016,0
2025-08-09 06:00:00,VH-0545,2.68,42869,13.02,29.66,5,6.33,12.44,100.55,1,8,0.3345,1
2025-08-09 12:00:00,VH-0546,4.74,40258,3.79,23.25,1,3.7,12.87,84.5,1,6,0.0029,0
2025-08-09 18:00:00,VH-0547,3.4,64096,3.1,34.51,0,3.15,12.94,84.94,2,2,0.0022,0
2025-08-10 00:00:00,VH-0548,9.11,135911,11.19,51.07,3,5.52,12.74,97.77,2,6,0.8724,1
2025-08-10 06:00:00,VH-0549,7.15,90281,1.72,30.36,1,4.46,12.37,88.4,0,6,0.0103,0
2025-08-10 12:00:00,VH-0550,6.89,92374,6.93,56.18,2,4.46,12.45,94.88,0,9,0.0498,0
2025-08-10 18:00:00,VH-0551,6.82,100877,3.02,46.88,3,3.58,12.02,89.92,1,5,0.0498,0
2025-08-11 00:00:00,VH-0552,5.1,94188,7.5,54.84,0,4.09,12.54,91.48,0,12,0.0222,0
2025-08-11 06:00:00,VH-0553,5.71,59627,8.88,40.08,3,3.82,12.83,90.25,2,6,0.0362,0
2025-08-11 12:00:00,VH-0554,2.12,23877,3.69,32.04,0,3.25,12.86,80.11,0,8,0.0059,0
2025-08-11 18:00:00,VH-0555,0.3,3000,12.53,2.0,3,4.51,13.48,99.23,2,7,0.0271,0
2025-08-12 00:00:00,VH-0556,5.59,34342,5.51,18.33,0,2.91,12.71,85.97,0,5,0.0055,0
2025-08-12 06:00:00,VH-0557,6.04,102929,17.23,57.0,3,4.66,12.02,93.29,0,10,0.2901,0
2025-08-12 12:00:00,VH-0558,8.34,130787,11.28,43.57,1,5.37,12.38,88.63,0,3,0.1317,1
2025-08-12 18:00:00,VH-0559,9.29,132367,5.96,63.84,2,4.76,11.78,95.9,1,10,0.1411,0
2025-08-13 00:00:00,VH-0560,9.28,115534,5.93,37.42,1,7.27,12.02,94.7,3,4,0.085,0
2025-08-13 06:00:00,VH-0561,2.61,35985,1.88,29.44,3,4.39,12.37,97.1,0,7,0.0107,0
2025-08-13 12:00:00,VH-0562,4.28,90584,11.18,65.63,1,3.14,12.47,88.22,0,8,0.0467,0
2025-08-13 18:00:00,VH-0563,6.45,83657,3.42,53.44,1,3.47,12.51,90.89,2,7,0.0298,0
2025-08-14 00:00:00,VH-0564,11.78,181585,6.42,52.54,1,4.46,12.55,93.71,1,8,0.0165,0
2025-08-14 06:00:00,VH-0565,9.05,176207,17.14,83.25,3,4.87,11.99,102.36,0,7,0.7843,1
2025-08-14 12:00:00,VH-0566,8.11,101330,12.38,71.53,4,5.58,11.85,97.92,1,1,0.7733,1
2025-08-14 18:00:00,VH-0567,4.19,75061,2.61,75.02,1,3.11,13.23,85.94,1,7,0.0058,0
2025-08-15 00:00:00,VH-0568,2.9,44782,5.53,37.7,0,3.37,11.66,91.02,0,10,0.0054,0
2025-08-15 06:00:00,VH-0569,7.25,128652,6.88,41.83,0,5.77,12.41,90.06,1,7,0.037,0
2025-08-15 12:00:00,VH-0570,2.34,42356,13.37,36.45,2,3.51,12.6,82.56,0,4,0.0071,0
2025-08-15 18:00:00,VH-0571,4.58,65683,12.11,57.68,2,4.96,12.42,84.05,0,8,0.0745,0
2025-08-16 00:00:00,VH-0572,4.9,71415,8.12,38.07,2,2.67,12.68,91.8,0,5,0.0022,0
2025-08-16 06:00:00,VH-0573,9.34,133335,7.6,72.18,2,4.67,12.29,93.22,1,11,0.4257,1
2025-08-16 12:00:00,VH-0574,4.28,61325,5.46,27.09,1,3.18,12.78,89.51,0,6,0.0032,0
2025-08-16 18:00:00,VH-0575,0.3,13301,6.74,26.62,0,3.65,12.6,94.24,0,6,0.0024,0
2025-08-17 00:00:00,VH-0576,6.51,78076,4.57,12.52,0,3.03,11.98,84.84,1,10,0.012,0
2025-08-17 06:00:00,VH-0577,3.38,42136,9.44,19.76,3,6.28,12.54,88.41,2,6,0.0887,0
2025-08-17 12:00:00,VH-0578,5.31,73927,7.88,41.03,2,2.74,12.13,88.04,1,12,0.0053,0
2025-08-17 18:00:00,VH-0579,4.97,101784,10.92,45.45,2,5.83,12.17,90.66,0,3,0.0745,0
2025-08-18 00:00:00,VH-0580,4.49,61189,10.72,21.51,2,5.12,12.87,93.07,2,6,0.0373,0
2025-08-18 06:00:00,VH-0581,7.25,92230,3.41,40.83,1,4.71,13.02,87.77,0,5,0.023,0
2025-08-18 12:00:00,VH-0582,1.21,28691,0.65,30.92,2,3.93,13.31,82.06,0,4,0.0006,0
2025-08-18 18:00:00,VH-0583,3.86,52500,3.2,33.37,1,5.82,13.02,79.46,0,8,0.0068,0
2025-08-19 00:00:00,VH-0584,6.98,125922,6.7,58.08,1,7.25,12.43,93.64,1,11,0.446,1
2025-08-19 06:00:00,VH-0585,3.6,65558,4.58,47.27,1,3.9,13.02,85.71,1,8,0.0057,0
2025-08-19 12:00:00,VH-0586,1.02,13225,4.44,18.01,0,3.5,12.95,79.73,0,9,0.0005,0
2025-08-19 18:00:00,VH-0587,6.94,110116,3.05,68.72,1,4.05,13.19,94.55,1,10,0.0394,0
2025-08-20 00:00:00,VH-0588,8.12,102886,7.36,38.28,2,3.53,12.01,100.29,0,6,0.1949,0
2025-08-20 06:00:00,VH-0589,5.08,82254,1.18,66.84,1,4.76,12.9,91.31,1,11,0.0578,0
2025-08-20 12:00:00,VH-0590,0.3,3000,8.08,32.29,0,3.48,12.34,91.08,0,4,0.001,0
2025-08-20 18:00:00,VH-0591,7.04,70328,8.18,35.71,1,2.55,12.61,92.06,0,8,0.0068,0
2025-08-21 00:00:00,VH-0592,0.88,7212,10.76,16.78,3,4.28,12.08,82.77,0,4,0.0067,0
2025-08-21 06:00:00,VH-0593,6.0,64176,30.0,40.54,2,4.56,11.47,97.52,2,9,0.9089,1
2025-08-21 12:00:00,VH-0594,2.89,48372,0.56,40.3,0,3.14,12.36,95.77,1,7,0.0023,0
2025-08-21 18:00:00,VH-0595,2.18,31591,7.93,41.01,0,2.88,12.76,98.63,0,8,0.0026,0
2025-08-22 00:00:00,VH-0596,4.05,57124,9.01,19.76,0,4.26,12.66,87.94,1,7,0.0098,0
2025-08-22 06:00:00,VH-0597,4.72,86861,3.21,50.39,0,5.77,13.49,85.21,1,5,0.0092,0
2025-08-22 12:00:00,VH-0598,3.53,25282,4.82,2.0,0,3.88,12.64,96.73,0,2,0.0021,0
2025-08-22 18:00:00,VH-0599,6.73,124524,3.83,54.79,5,6.26,12.77,100.63,0,4,0.0894,0
2025-08-23 00:00:00,VH-0000,4.04,51126,8.28,51.42,4,3.66,12.61,99.8,0,6,0.015,0
2025-08-23 06:00:00,VH-0001,7.75,136955,11.54,43.79,2,4.67,12.49,89.9,2,4,0.2568,0
2025-08-23 12:00:00,VH-0002,5.93,62842,2.11,18.45,2,4.87,12.64,94.59,0,4,0.003,0
2025-08-23 18:00:00,VH-0003,3.39,54831,7.43,37.78,1,2.63,13.0,85.45,1,8,0.0227,0
2025-08-24 00:00:00,VH-0004,2.95,46112,13.11,49.06,0,3.92,12.13,89.93,0,5,0.0433,0
2025-08-24 06:00:00,VH-0005,0.92,22633,3.4,28.98,1,4.12,12.0,89.72,1,11,0.0137,0
2025-08-24 12:00:00,VH-0006,5.96,63746,0.41,15.07,1,4.05,12.78,103.14,0,7,0.0041,0
2025-08-24 18:00:00,VH-0007,4.28,47390,2.77,12.61,2,4.41,12.04,95.75,0,7,0.0009,0
2025-08-25 00:00:00,VH-0008,0.3,12615,2.51,23.12,2,3.76,13.38,81.92,0,4,0.0003,0
2025-08-25 06:00:00,VH-0009,3.81,59226,2.89,22.36,2,3.6,12.51,92.59,1,6,0.0021,0
2025-08-25 12:00:00,VH-0010,2.86,54089,16.95,36.54,1,2.8,12.04,92.64,0,6,0.1141,0
2025-08-25 18:00:00,VH-0011,9.3,170932,19.47,73.77,3,5.55,12.9,92.6,1,12,0.9417,1
2025-08-26 00:00:00,VH-0012,0.77,3212,14.21,13.13,2,4.9,12.59,87.74,0,4,0.015,0
2025-08-26 06:00:00,VH-0013,1.45,16195,4.51,44.84,0,4.4,12.73,93.5,1,10,0.004,0
2025-08-26 12:00:00,VH-0014,8.09,150654,14.56,72.17,4,5.25,12.41,91.42,0,17,0.6051,1
2025-08-26 18:00:00,VH-0015,8.73,87967,0.66,60.03,0,3.81,12.75,92.78,0,5,0.0038,0
2025-08-27 00:00:00,VH-0016,3.26,60737,2.39,48.03,3,3.98,13.14,88.96,0,7,0.0103,0
2025-08-27 06:00:00,VH-0017,3.56,58489,9.59,34.48,3,3.95,12.08,91.51,0,7,0.0335,0
2025-08-27 12:00:00,VH-0018,6.8,103443,3.64,47.99,1,4.82,12.69,96.59,0,4,0.0258,0
2025-08-27 18:00:00,VH-0019,0.3,7252,2.13,16.69,0,4.34,12.83,92.61,0,4,0.0006,0
2025-08-28 00:00:00,VH-0020,0.36,8676,7.27,28.88,3,6.1,12.47,95.41,1,10,0.058,0
2025-08-28 06:00:00,VH-0021,4.47,48045,7.39,25.21,0,2.9,12.56,89.3,0,5,0.004,0
2025-08-28 12:00:00,VH-0022,9.23,131807,7.9,79.89,1,5.5,11.61,92.6,2,11,0.8061,1
2025-08-28 18:00:00,VH-0023,4.07,69301,8.52,30.71,1,4.69,12.87,87.79,0,5,0.0153,0
2025-08-29 00:00:00,VH-0024,5.46,88489,7.02,48.23,0,3.85,12.39,82.34,1,6,0.0138,0
2025-08-29 06:00:00,VH-0025,8.15,110160,5.16,49.68,1,3.58,12.21,94.03,0,12,0.039,0
2025-08-29 12:00:00,VH-0026,10.68,136972,5.87,55.39,2,5.36,12.16,101.13,1,5,0.3239,1
2025-08-29 18:00:00,VH-0027,3.7,55689,9.68,61.47,2,6.3,12.48,96.97,2,9,0.3034,0
2025-08-30 00:00:00,VH-0028,5.16,103249,6.84,45.0,0,4.62,12.92,91.58,2,7,0.0457,0
2025-08-30 06:00:00,VH-0029,9.94,211735,3.96,80.51,2,5.13,11.92,87.32,1,11,0.5853,0
2025-08-30 12:00:00,VH-0030,1.24,14046,3.17,14.42,0,3.2,12.71,93.99,0,6,0.0008,0
2025-08-30 18:00:00,VH-0031,7.87,122276,5.84,56.7,1,3.6,12.31,93.61,1,8,0.1292,0
2025-08-31 00:00:00,VH-0032,2.55,23760,13.07,24.21,0,3.48,12.15,93.54,1,6,0.0186,0
2025-08-31 06:00:00,VH-0033,5.47,91630,8.6,33.2,3,5.44,12.51,100.09,2,9,0.4215,1
2025-08-31 12:00:00,VH-0034,4.57,58317,13.52,31.13,0,3.16,12.13,97.51,2,7,0.1369,0
2025-08-31 18:00:00,VH-0035,2.71,42369,4.45,38.56,3,0.96,12.23,87.1,0,7,0.0018,0
2025-09-01 00:00:00,VH-0036,2.64,41185,6.49,43.19,0,3.93,12.86,83.52,1,7,0.0051,0
2025-09-01 06:00:00,VH-0037,5.92,74710,7.18,41.63,2,3.89,13.01,93.49,0,10,0.0096,0
2025-09-01 12:00:00,VH-0038,7.79,128018,9.98,58.71,1,4.05,12.3,86.81,1,4,0.065,0
2025-09-01 18:00:00,VH-0039,4.86,75590,4.45,37.29,3,3.82,12.56,88.63,0,7,0.0831,0
2025-09-02 00:00:00,VH-0040,5.38,69083,8.59,33.56,3,4.91,12.42,100.75,2,6,0.4431,0
2025-09-02 06:00:00,VH-0041,6.69,86735,12.59,34.07,3,4.3,12.1,89.3,0,6,0.2053,1
2025-09-02 12:00:00,VH-0042,2.67,56804,5.37,17.07,3,5.3,13.11,94.8,0,8,0.0097,0
2025-09-02 18:00:00,VH-0043,7.12,104717,2.85,42.29,1,5.5,12.53,83.99,0,5,0.0081,0
2025-09-03 00:00:00,VH-0044,7.33,133958,12.87,70.71,1,4.6,11.48,92.01,1,11,0.2975,0
2025-09-03 06:00:00,VH-0045,11.97,159286,9.12,62.68,3,4.99,12.47,100.61,0,10,0.3762,1
2025-09-03 12:00:00,VH-0046,4.22,56870,1.72,31.62,1,4.14,13.04,97.54,2,8,0.0066,0
2025-09-03 18:00:00,VH-0047,4.01,64342,5.46,33.72,0,3.77,12.83,95.11,0,8,0.006,0
2025-09-04 00:00:00,VH-0048,7.2,115766,17.6,69.11,2,3.09,11.16,91.96,0,10,0.5251,1
2025-09-04 06:00:00,VH-0049,7.33,127318,8.13,46.65,1,6.71,12.36,98.31,3,5,0.6525,1
2025-09-04 12:00:00,VH-0050,3.81,62917,5.83,40.99,1,4.79,12.94,93.95,2,9,0.0454,0
2025-09-04 18:00:00,VH-0051,4.15,46581,2.56,31.74,0,3.25,12.82,87.43,0,7,0.0003,0
2025-09-05 00:00:00,VH-0052,6.61,115568,2.56,54.93,2,2.93,12.61,94.17,0,8,0.0122,0
2025-09-05 06:00:00,VH-0053,3.05,40897,9.57,33.71,6,4.55,12.89,103.11,1,6,0.1917,0
2025-09-05 12:00:00,VH-0054,4.13,49924,2.75,34.29,0,3.17,12.73,82.94,0,8,0.0016,0
2025-09-05 18:00:00,VH-0055,5.43,89490,7.22,55.48,5,5.03,12.91,92.21,2,12,0.2933,0
2025-09-06 00:00:00,VH-0056,7.79,83494,5.36,43.74,1,2.14,12.46,89.75,1,8,0.0128,0
2025-09-06 06:00:00,VH-0057,3.63,59069,6.92,57.39,1,3.56,12.64,85.07,0,10,0.0068,0
2025-09-06 12:00:00,VH-0058,0.41,3000,5.03,19.47,0,2.82,13.16,83.23,0,5,0.0001,0
2025-09-06 18:00:00,VH-0059,0.3,8497,7.88,2.0,1,3.28,12.65,88.94,0,3,0.0009,0
2025-09-07 00:00:00,VH-0060,1.93,25806,10.72,33.72,3,3.79,12.23,99.06,0,2,0.0406,0
2025-09-07 06:00:00,VH-0061,1.79,26489,5.09,30.98,2,3.91,12.77,97.62,0,8,0.003,0
2025-09-07 12:00:00,VH-0062,4.8,44729,10.11,32.37,2,5.58,12.67,95.19,4,7,0.2169,0
2025-09-07 18:00:00,VH-0063,2.11,27571,13.9,23.5,2,3.35,12.85,93.38,0,5,0.0262,0
2025-09-08 00:00:00,VH-0064,3.37,47117,7.18,7.35,2,3.17,12.94,102.82,0,6,0.0091,0
2025-09-08 06:00:00,VH-0065,3.19,55544,9.41,12.0,1,2.27,12.55,87.84,1,6,0.0039,0
2025-09-08 12:00:00,VH-0066,4.05,59876,2.13,56.48,0,3.35,12.64,90.88,0,14,0.0019,0
2025-09-08 18:00:00,VH-0067,8.64,146638,5.17,56.8,3,3.97,12.15,91.24,2,9,0.2874,0
2025-09-09 00:00:00,VH-0068,6.92,106930,1.54,63.0,1,5.53,12.63,85.73,1,7,0.0472,0
2025-09-09 06:00:00,VH-0069,5.24,93174,3.89,27.88,1,4.32,12.01,97.48,1,9,0.0136,0
2025-09-09 12:00:00,VH-0070,4.0,58693,5.22,23.78,2,5.15,12.64,91.85,1,6,0.0051,0
2025-09-09 18:00:00,VH-0071,4.07,49587,18.57,41.64,1,5.4,13.29,95.57,1,6,0.2956,0
2025-09-10 00:00:00,VH-0072,6.05,97603,3.2,47.27,0,3.42,12.03,88.48,2,10,0.0371,0
2025-09-10 06:00:00,VH-0073,6.72,104453,5.64,57.09,4,4.73,12.51,102.2,0,7,0.2887,1
2025-09-10 12:00:00,VH-0074,2.84,44940,2.76,31.88,2,5.39,12.89,88.51,1,9,0.01,0
2025-09-10 18:00:00,VH-0075,5.29,48030,4.9,30.52,3,4.46,12.74,100.25,0,6,0.042,0
2025-09-11 00:00:00,VH-0076,0.3,5518,7.97,11.56,3,4.32,12.44,98.83,0,3,0.0044,0
2025-09-11 06:00:00,VH-0077,5.75,110912,8.84,38.33,4,6.19,12.61,87.72,1,11,0.1518,0
2025-09-11 12:00:00,VH-0078,7.18,108466,4.44,68.73,3,5.84,12.27,92.54,2,13,0.3375,1
2025-09-11 18:00:00,VH-0079,4.47,54090,3.57,53.71,1,4.39,12.14,96.7,0,7,0.0477,0
2025-09-12 00:00:00,VH-0080,9.92,158482,15.07,55.06,4,7.08,12.36,105.33,0,10,0.7883,0
2025-09-12 06:00:00,VH-0081,2.91,39166,4.19,16.99,2,3.93,12.95,96.34,1,7,0.0173,0
2025-09-12 12:00:00,VH-0082,5.77,85584,0.8,40.57,0,4.67,12.3,88.35,1,3,0.0054,0
2025-09-12 18:00:00,VH-0083,5.11,102399,12.64,54.09,2,4.52,12.19,88.22,0,8,0.0426,0
2025-09-13 00:00:00,VH-0084,4.94,82353,1.02,41.55,1,5.32,12.48,94.89,1,8,0.0255,0
2025-09-13 06:00:00,VH-0085,4.9,92340,12.65,52.85,2,3.89,11.81,90.61,0,7,0.0663,0
2025-09-13 12:00:00,VH-0086,5.48,104522,1.57,50.07,2,3.04,12.9,90.4,0,13,0.0089,0
2025-09-13 18:00:00,VH-0087,7.4,91187,1.87,45.12,1,5.05,12.79,90.8,0,9,0.0122,0
2025-09-14 00:00:00,VH-0088,8.78,99673,2.33,78.1,1,3.47,12.3,95.54,0,8,0.0409,1
2025-09-14 06:00:00,VH-0089,5.19,49584,3.94,27.19,0,2.63,12.58,98.35,0,7,0.0069,0
2025-09-14 12:00:00,VH-0090,7.32,103962,12.73,70.17,3,6.16,12.28,100.41,2,4,0.8295,1
2025-09-14 18:00:00,VH-0091,3.38,47560,2.4,50.23,0,4.69,12.82,90.4,0,5,0.0034,0
2025-09-15 00:00:00,VH-0092,7.19,104671,7.95,56.76,0,4.02,11.9,85.51,3,7,0.1963,0
2025-09-15 06:00:00,VH-0093,3.22,48471,6.81,10.03,1,0.87,12.81,93.17,1,8,0.003,0
2025-09-15 12:00:00,VH-0094,8.04,128546,6.01,58.54,1,5.34,11.96,100.4,0,13,0.1407,0
2025-09-15 18:00:00,VH-0095,10.95,166188,11.23,63.76,3,6.25,12.3,100.34,0,9,0.534,1
2025-09-16 00:00:00,VH-0096,4.88,72327,6.37,40.84,2,4.88,12.18,94.28,2,5,0.1874,0
2025-09-16 06:00:00,VH-0097,0.3,22871,6.72,12.39,2,4.28,12.36,90.5,0,7,0.0025,0
2025-09-16 12:00:00,VH-0098,3.78,74955,9.36,50.5,2,4.21,12.53,94.63,0,9,0.0556,0
2025-09-16 18:00:00,VH-0099,8.4,112944,4.05,65.11,0,4.04,12.38,95.8,1,8,0.0208,0
2025-09-17 00:00:00,VH-0100,6.64,88386,5.68,59.66,1,3.26,12.5,92.19,0,10,0.0401,0
2025-09-17 06:00:00,VH-0101,5.85,54141,7.17,30.33,2,3.46,12.16,92.01,0,6,0.008,0
2025-09-17 12:00:00,VH-0102,7.82,85316,10.53,31.95,0,4.47,12.34,86.8,2,5,0.1421,0
2025-09-17 18:00:00,VH-0103,6.46,68640,5.16,43.67,4,5.02,12.59,109.06,0,8,0.1689,0
2025-09-18 00:00:00,VH-0104,8.37,112718,5.61,74.3,0,5.24,12.77,86.17,0,11,0.063,0
2025-09-18 06:00:00,VH-0105,7.59,92571,7.83,47.76,0,2.82,12.41,84.49,0,8,0.0288,0
2025-09-18 12:00:00,VH-0106,9.16,118387,5.24,60.42,1,3.04,12.11,91.74,0,6,0.0155,0
2025-09-18 18:00:00,VH-0107,6.13,56915,3.27,32.97,0,3.45,12.08,88.72,1,4,0.0064,0
2025-09-19 00:00:00,VH-0108,7.55,112424,9.35,47.09,5,4.33,11.78,102.28,0,9,0.2159,0
2025-09-19 06:00:00,VH-0109,4.4,65640,6.39,46.41,1,4.3,12.69,96.83,2,5,0.0326,0
2025-09-19 12:00:00,VH-0110,3.64,45827,4.29,31.05,0,2.4,12.95,83.13,1,11,0.0007,0
2025-09-19 18:00:00,VH-0111,9.64,136711,2.33,65.56,0,5.9,12.05,87.17,1,7,0.0961,0
2025-09-20 00:00:00,VH-0112,5.76,58463,1.05,42.36,1,3.21,12.72,86.63,0,9,0.0056,0
2025-09-20 06:00:00,VH-0113,7.29,88891,8.1,49.95,0,5.78,12.3,94.81,2,6,0.348,0
2025-09-20 12:00:00,VH-0114,5.52,82782,3.2,50.56,0,4.64,12.84,92.46,2,9,0.0141,0
2025-09-20 18:00:00,VH-0115,3.68,32457,1.48,17.91,1,2.69,13.05,88.89,1,5,0.0009,0
2025-09-21 00:00:00,VH-0116,5.23,58922,2.9,25.44,1,6.13,11.82,93.55,0,6,0.0057,0
2025-09-21 06:00:00,VH-0117,8.93,161405,7.15,67.93,1,5.44,12.65,86.49,4,8,0.5627,1
2025-09-21 12:00:00,VH-0118,6.64,110686,3.18,52.37,0,4.6,12.61,86.59,0,9,0.0078,0
2025-09-21 18:00:00,VH-0119,0.75,12663,7.25,15.69,0,3.28,12.59,83.14,1,4,0.0018,0
2025-09-22 00:00:00,VH-0120,4.64,70305,3.74,42.86,2,4.81,12.45,93.93,1,9,0.0239,1
2025-09-22 06:00:00,VH-0121,9.83,150073,5.65,75.8,1,5.57,12.28,92.89,1,3,0.1092,0
2025-09-22 12:00:00,VH-0122,4.64,57915,6.01,50.35,1,3.16,12.39,86.06,0,9,0.0181,0
2025-09-22 18:00:00,VH-0123,0.52,4649,9.01,36.4,0,3.04,12.42,91.63,0,7,0.0032,0
2025-09-23 00:00:00,VH-0124,10.12,156669,9.2,51.18,2,5.42,11.91,98.79,1,8,0.5022,0
2025-09-23 06:00:00,VH-0125,6.97,73625,5.79,27.05,0,4.6,12.07,85.15,0,4,0.01,0
2025-09-23 12:00:00,VH-0126,5.02,77992,2.67,38.9,1,4.85,13.1,90.19,0,6,0.0073,0
2025-09-23 18:00:00,VH-0127,4.23,85973,12.03,45.83,1,4.5,12.46,94.22,1,12,0.109,0
2025-09-24 00:00:00,VH-0128,8.01,109890,4.22,49.48,4,4.59,13.2,95.86,1,7,0.0572,0
2025-09-24 06:00:00,VH-0129,3.79,59618,0.5,30.0,0,3.26,12.89,82.77,0,12,0.0024,0
2025-09-24 12:00:00,VH-0130,8.19,109791,6.96,48.66,1,3.41,12.54,88.9,3,8,0.2703,0
2025-09-24 18:00:00,VH-0131,6.61,112505,7.16,58.96,2,5.4,12.05,91.13,1,11,0.1111,0
2025-09-25 00:00:00,VH-0132,5.84,86596,4.35,29.11,1,3.73,12.46,90.41,1,7,0.0061,0
2025-09-25 06:00:00,VH-0133,5.58,84952,1.58,72.67,1,4.13,12.65,90.83,4,7,0.5437,1
2025-09-25 12:00:00,VH-0134,4.75,73943,1.27,41.36,1,4.44,12.46,99.45,1,6,0.0106,0
2025-09-25 18:00:00,VH-0135,7.92,86780,4.6,57.73,5,5.07,12.25,96.49,1,8,0.2014,1
2025-09-26 00:00:00,VH-0136,2.95,39111,2.45,23.26,2,3.99,12.91,84.2,3,8,0.0112,0
2025-09-26 06:00:00,VH-0137,0.98,27080,10.51,33.35,2,2.96,12.83,92.73,2,5,0.0401,0
2025-09-26 12:00:00,VH-0138,6.8,119058,4.46,56.41,0,4.79,12.01,99.13,0,10,0.0217,0
2025-09-26 18:00:00,VH-0139,6.84,81200,4.06,53.66,1,3.97,12.59,90.55,0,11,0.0164,0
2025-09-27 00:00:00,VH-0140,6.45,103345,17.35,47.91,1,4.44,12.37,89.43,1,12,0.7205,0
2025-09-27 06:00:00,VH-0141,6.26,88755,0.6,64.35,1,5.52,12.4,90.64,0,13,0.0062,0
2025-09-27 12:00:00,VH-0142,4.37,67547,5.62,21.2,1,4.64,12.36,94.64,0,10,0.0051,0
2025-09-27 18:00:00,VH-0143,7.25,91804,1.08,58.08,1,3.83,12.69,89.77,1,8,0.0198,0
2025-09-28 00:00:00,VH-0144,5.08,86239,12.85,46.37,4,4.73,11.47,88.39,0,4,0.0715,0
2025-09-28 06:00:00,VH-0145,3.93,66523,1.45,26.57,0,5.54,12.73,87.41,1,9,0.0065,0
2025-09-28 12:00:00,VH-0146,4.39,78100,7.36,65.83,0,3.76,13.12,89.56,0,7,0.0222,0
2025-09-28 18:00:00,VH-0147,10.45,197013,6.65,100.0,1,5.61,11.3,94.88,2,10,0.6746,1
2025-09-29 00:00:00,VH-0148,0.69,11439,1.06,2.0,2,4.35,13.22,90.06,0,4,0.0004,0
2025-09-29 06:00:00,VH-0149,6.5,94321,7.4,49.6,2,4.82,12.62,91.73,0,4,0.0455,0
2025-09-29 12:00:00,VH-0150,0.83,15458,3.72,31.3,1,3.18,12.35,91.21,0,5,0.0022,0
2025-09-29 18:00:00,VH-0151,4.92,71592,8.39,45.67,1,3.43,12.68,87.23,0,12,0.0939,0
2025-09-30 00:00:00,VH-0152,4.07,62010,3.53,55.56,2,4.24,13.02,92.46,0,11,0.0064,0
2025-09-30 06:00:00,VH-0153,0.3,12358,7.42,37.55,0,4.0,12.38,92.33,1,5,0.0092,0
2025-09-30 12:00:00,VH-0154,6.21,99601,5.22,52.31,0,5.63,12.25,84.88,0,10,0.0191,0
2025-09-30 18:00:00,VH-0155,4.21,53486,7.4,62.04,1,2.51,12.57,92.19,2,12,0.0482,0
2025-10-01 00:00:00,VH-0156,0.3,3000,8.29,30.18,2,5.36,13.12,88.03,1,9,0.0123,0
2025-10-01 06:00:00,VH-0157,7.38,124400,4.81,52.66,1,4.47,12.25,86.29,0,13,0.04,0
2025-10-01 12:00:00,VH-0158,8.93,115402,4.23,47.43,1,5.59,12.34,88.88,2,11,0.1515,0
2025-10-01 18:00:00,VH-0159,9.07,96664,8.14,63.13,2,3.9,12.02,99.58,0,9,0.1635,1
2025-10-02 00:00:00,VH-0160,6.13,122932,3.77,46.9,1,3.14,12.55,82.39,2,4,0.0276,1
2025-10-02 06:00:00,VH-0161,5.32,120173,4.88,50.64,1,3.4,12.93,88.78,1,9,0.0099,0
2025-10-02 12:00:00,VH-0162,8.65,131104,14.47,56.1,6,5.41,12.16,98.97,2,4,0.9595,0
2025-10-02 18:00:00,VH-0163,9.57,109047,5.66,56.34,2,5.3,12.16,99.28,1,7,0.3689,0
2025-10-03 00:00:00,VH-0164,8.15,91511,9.21,44.28,1,4.43,12.27,101.35,1,11,0.236,0
2025-10-03 06:00:00,VH-0165,2.75,35347,3.33,13.24,0,3.34,12.47,87.56,1,4,0.0024,0
2025-10-03 12:00:00,VH-0166,5.72,103298,7.34,64.23,1,5.65,12.12,94.92,0,8,0.0456,0
