service_id,service_date,month,city,service_center,vehicle_model,vehicle_age_years,mileage_km,service_type,complaint_category,warranty_status,parts_cost_inr,labor_cost_inr,total_bill_inr,turnaround_hours,customer_rating,repeat_visit_30d,technician_experience_years,payment_mode
SRV-01457,2025-07-28,Jul,Nagpur,Hingna Service Hub,Virtus,7.9,103018,Scheduled Maintenance,Brakes,Under Warranty,3090,1460,5370,4.2,4.8,No,14,Debit Card
SRV-01458,2025-11-16,Nov,Mumbai,Thane Auto Care,Tiguan,3.0,20037,Inspection,Electrical,Under Warranty,440,880,1560,7.6,4.5,No,6,Cash
SRV-01459,2025-12-22,Dec,Mumbai,Navi Mumbai Workshop,Virtus,4.6,67224,Repair,Tyres/Suspension,Out of Warranty,11320,4730,18940,10.2,4.4,No,4,Cash
SRV-01460,2025-03-22,Mar,Pune,Hadapsar Workshop,Tiguan,2.4,33259,Inspection,Air Conditioning,Under Warranty,650,920,1850,6.7,4.5,No,6,UPI
SRV-01461,2025-06-19,Jun,Pune,Hadapsar Workshop,Tiguan,2.9,37011,Inspection,Air Conditioning,Under Warranty,640,1250,2230,6.7,5.0,No,7,Credit Card
SRV-01462,2025-08-27,Aug,Mumbai,Navi Mumbai Workshop,Polo,5.0,54565,Emergency,Electrical,Out of Warranty,19240,7720,31810,23.8,3.8,Yes,5,UPI
SRV-01463,2025-04-03,Apr,Pune,Baner Auto Care,Polo,8.7,132770,Repair,Air Conditioning,Out of Warranty,15940,7490,27650,15.0,4.7,No,4,Credit Card
SRV-01464,2025-03-08,Mar,Nagpur,Hingna Service Hub,Taigun,2.6,30286,Repair,Brakes,Under Warranty,3920,2560,7650,15.4,3.5,Yes,5,UPI
SRV-01465,2025-09-18,Sep,Pune,Baner Auto Care,Vento,7.1,89658,Repair,Engine,Out of Warranty,11960,5000,20010,11.5,4.7,No,10,UPI
SRV-01466,2025-02-23,Feb,Pune,Wakad Service Hub,Polo,6.8,87526,Emergency,Tyres/Suspension,Out of Warranty,13210,7350,24260,26.9,3.8,No,6,UPI
SRV-01467,2025-06-25,Jun,Nashik,College Road Auto Care,Polo,6.2,74997,Repair,Engine,Out of Warranty,13510,5110,21970,22.4,4.4,No,3,Credit Card
SRV-01468,2025-04-23,Apr,Nashik,Ambad Service Hub,Taigun,2.0,20756,Scheduled Maintenance,General Service,Under Warranty,1480,1260,3230,1.0,4.9,No,5,UPI
SRV-01469,2025-10-03,Oct,Pune,Hadapsar Workshop,Virtus,1.9,34855,Repair,Tyres/Suspension,Under Warranty,4890,2790,9060,14.1,4.2,No,9,UPI
SRV-01470,2025-07-23,Jul,Nagpur,Hingna Service Hub,Polo,4.9,73184,Repair,Tyres/Suspension,Under Warranty,2850,2240,6010,17.7,4.6,No,5,Credit Card
SRV-01471,2025-04-05,Apr,Pune,Hadapsar Workshop,Tiguan,5.0,50768,Repair,Engine,Under Warranty,8810,3350,14350,20.6,4.2,No,7,Debit Card
SRV-01472,2025-09-07,Sep,Nashik,College Road Auto Care,Virtus,7.9,100387,Emergency,General Service,Out of Warranty,15770,6300,26040,23.1,3.8,No,7,Cash
SRV-01473,2025-08-10,Aug,Pune,Baner Auto Care,Virtus,5.5,76963,Scheduled Maintenance,Brakes,Out of Warranty,6370,2110,10010,8.7,4.5,No,6,Cash
SRV-01474,2025-07-29,Jul,Pune,Wakad Service Hub,Vento,4.0,69530,Scheduled Maintenance,General Service,Under Warranty,1240,1880,3680,10.8,4.3,No,3,Credit Card
SRV-01475,2025-02-06,Feb,Mumbai,Thane Auto Care,Virtus,4.6,57264,Recall,General Service,Under Warranty,250,750,1180,5.6,4.9,No,6,UPI
SRV-01476,2025-06-16,Jun,Mumbai,Thane Auto Care,Virtus,4.5,63580,Scheduled Maintenance,Air Conditioning,Under Warranty,1300,2690,4710,3.2,4.4,No,7,Debit Card
SRV-01477,2025-08-28,Aug,Nagpur,Hingna Service Hub,Tiguan,0.2,5427,Repair,General Service,Under Warranty,5130,3900,10660,15.7,4.4,No,3,Credit Card
SRV-01478,2025-10-28,Oct,Mumbai,Navi Mumbai Workshop,Taigun,1.4,21454,Scheduled Maintenance,General Service,Under Warranty,850,1150,2360,4.4,4.5,No,12,Debit Card
SRV-01479,2025-11-27,Nov,Mumbai,Navi Mumbai Workshop,Taigun,3.1,49535,Repair,Brakes,Out of Warranty,12750,4960,20900,14.8,4.4,No,4,UPI
SRV-01480,2025-05-15,May,Pune,Wakad Service Hub,Vento,5.9,88835,Inspection,Engine,Out of Warranty,1900,1590,4120,9.5,4.7,No,2,UPI
SRV-01481,2025-09-10,Sep,Mumbai,Navi Mumbai Workshop,Taigun,1.9,35860,Inspection,Air Conditioning,Under Warranty,710,830,1820,3.5,5.0,No,8,Credit Card
SRV-01482,2025-03-08,Mar,Nashik,Ambad Service Hub,Tiguan,7.1,100879,Emergency,Engine,Out of Warranty,33100,4290,44120,32.0,4.2,No,13,UPI
SRV-01483,2025-02-10,Feb,Mumbai,Navi Mumbai Workshop,Virtus,4.1,40139,Scheduled Maintenance,General Service,Under Warranty,1320,1720,3590,4.9,4.5,No,6,UPI
SRV-01484,2025-10-16,Oct,Pune,Wakad Service Hub,Virtus,2.6,32391,Inspection,Brakes,Under Warranty,590,930,1790,2.7,4.8,No,15,Credit Card
SRV-01485,2025-10-21,Oct,Nagpur,Wardha Road Auto Care,Virtus,0.1,11412,Repair,Brakes,Under Warranty,4090,2970,8330,13.1,4.6,No,8,Debit Card
SRV-01486,2025-11-01,Nov,Mumbai,Thane Auto Care,Taigun,2.7,42746,Emergency,Electrical,Under Warranty,7080,4590,13770,24.0,3.8,No,8,UPI
SRV-01487,2025-04-22,Apr,Nashik,Ambad Service Hub,Virtus,6.0,110928,Repair,Air Conditioning,Out of Warranty,17720,4480,26200,17.8,4.3,No,2,Cash
SRV-01488,2025-11-14,Nov,Nashik,College Road Auto Care,Vento,5.4,92473,Repair,Electrical,Out of Warranty,9200,4000,15580,14.3,4.2,No,3,Debit Card
SRV-01489,2025-06-28,Jun,Nashik,Ambad Service Hub,Tiguan,1.8,25598,Scheduled Maintenance,Electrical,Under Warranty,2060,1280,3940,8.3,4.6,No,2,Credit Card
SRV-01490,2025-12-22,Dec,Pune,Hadapsar Workshop,Virtus,0.9,16055,Recall,Electrical,Under Warranty,320,610,1100,15.7,4.5,No,9,UPI
SRV-01491,2025-05-23,May,Pune,Wakad Service Hub,Virtus,2.5,31514,Repair,Electrical,Under Warranty,3800,2970,7990,19.1,4.0,No,4,UPI
SRV-01492,2025-03-10,Mar,Nagpur,Hingna Service Hub,Tiguan,5.4,48506,Scheduled Maintenance,Air Conditioning,Out of Warranty,5040,2770,9220,9.7,4.6,No,3,Cash
SRV-01493,2025-09-27,Sep,Pune,Hadapsar Workshop,Virtus,5.8,64485,Repair,Air Conditioning,Out of Warranty,16500,4970,25330,17.9,4.8,No,13,UPI
SRV-01494,2025-03-16,Mar,Mumbai,Andheri Service Hub,Virtus,4.1,53410,Recall,Engine,Out of Warranty,1480,820,2710,10.3,4.2,No,10,Credit Card
SRV-01495,2025-11-25,Nov,Pune,Hadapsar Workshop,Virtus,1.7,22441,Scheduled Maintenance,Brakes,Under Warranty,1220,1390,3080,1.1,4.3,No,10,Cash
SRV-01496,2025-03-16,Mar,Mumbai,Andheri Service Hub,Polo,5.9,83668,Scheduled Maintenance,Brakes,Out of Warranty,2810,3080,6950,5.7,4.5,No,6,UPI
SRV-01497,2025-09-24,Sep,Pune,Hadapsar Workshop,Vento,5.0,49238,Recall,General Service,Out of Warranty,530,1200,2040,4.3,4.8,No,5,Debit Card
SRV-01498,2025-06-02,Jun,Mumbai,Andheri Service Hub,Taigun,5.3,41782,Inspection,Electrical,Out of Warranty,1490,1330,3330,1.9,5.0,No,9,UPI
SRV-01499,2025-04-11,Apr,Pune,Wakad Service Hub,Polo,5.6,91450,Repair,Air Conditioning,Out of Warranty,13120,7110,23870,17.0,4.5,No,5,UPI
SRV-01500,2025-09-06,Sep,Mumbai,Andheri Service Hub,Polo,3.6,44430,Repair,Tyres/Suspension,Under Warranty,3950,3640,8960,15.3,4.6,No,2,Credit Card
SRV-01501,2025-04-10,Apr,Mumbai,Thane Auto Care,Vento,7.2,104130,Scheduled Maintenance,General Service,Out of Warranty,4610,2270,8120,5.0,4.6,No,7,UPI
SRV-01502,2025-09-08,Sep,Pune,Baner Auto Care,Vento,5.8,74713,Inspection,General Service,Out of Warranty,1230,1650,3400,1.0,4.6,No,8,Credit Card
SRV-01503,2025-09-07,Sep,Nashik,Ambad Service Hub,Virtus,5.2,75333,Repair,General Service,Out of Warranty,9730,4420,16700,14.0,4.8,No,8,Credit Card
SRV-01504,2025-11-15,Nov,Pune,Hadapsar Workshop,Virtus,0.1,500,Recall,Brakes,Under Warranty,340,540,1040,4.0,4.6,No,18,Cash
SRV-01505,2025-06-09,Jun,Mumbai,Thane Auto Care,Taigun,5.9,67525,Repair,Tyres/Suspension,Out of Warranty,12490,4360,19880,12.4,4.3,No,13,UPI
SRV-01506,2025-07-24,Jul,Mumbai,Navi Mumbai Workshop,Virtus,2.7,25968,Inspection,General Service,Out of Warranty,1510,1370,3400,3.3,4.4,Yes,1,Debit Card
SRV-01507,2025-12-14,Dec,Mumbai,Andheri Service Hub,Virtus,3.1,51554,Emergency,Electrical,Out of Warranty,25450,4690,35570,22.8,4.0,No,10,UPI
SRV-01508,2025-01-06,Jan,Pune,Hadapsar Workshop,Polo,4.6,76710,Recall,Engine,Under Warranty,280,770,1240,4.3,3.6,Yes,10,Cash
SRV-01509,2025-05-28,May,Nagpur,Hingna Service Hub,Taigun,2.5,25042,Scheduled Maintenance,General Service,Under Warranty,580,1350,2280,5.4,4.8,No,2,Debit Card
SRV-01510,2025-09-01,Sep,Mumbai,Thane Auto Care,Taigun,3.3,40693,Scheduled Maintenance,General Service,Out of Warranty,2570,2200,5630,7.0,4.7,No,18,Credit Card
SRV-01511,2025-04-13,Apr,Nashik,Ambad Service Hub,Virtus,1.7,22250,Inspection,Air Conditioning,Under Warranty,480,720,1420,8.8,3.9,No,14,Net Banking
SRV-01512,2025-07-23,Jul,Pune,Wakad Service Hub,Taigun,1.8,29257,Inspection,General Service,Under Warranty,430,800,1450,3.5,4.8,No,18,UPI
SRV-01513,2025-02-01,Feb,Nagpur,Hingna Service Hub,Virtus,7.5,88455,Inspection,General Service,Out of Warranty,2080,1770,4540,1.0,5.0,No,10,UPI
SRV-01514,2025-06-02,Jun,Mumbai,Navi Mumbai Workshop,Tiguan,6.2,83321,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,7670,2630,12150,8.2,4.5,No,4,Cash
SRV-01515,2025-07-06,Jul,Pune,Baner Auto Care,Taigun,0.1,2733,Emergency,General Service,Out of Warranty,10950,9220,23800,19.9,4.3,No,3,Debit Card
SRV-01516,2025-06-18,Jun,Nagpur,Hingna Service Hub,Vento,7.8,128480,Recall,Engine,Out of Warranty,1300,1260,3020,12.9,4.8,No,3,Credit Card
SRV-01517,2025-04-14,Apr,Nashik,Ambad Service Hub,Taigun,3.7,59391,Repair,Electrical,Under Warranty,3870,3060,8180,18.9,4.1,No,3,Cash
SRV-01518,2025-06-23,Jun,Mumbai,Andheri Service Hub,Virtus,5.8,103134,Scheduled Maintenance,Tyres/Suspension,Out of Warranty,6950,3120,11880,11.4,5.0,No,8,Net Banking
SRV-01519,2025-12-09,Dec,Mumbai,Andheri Service Hub,Tiguan,3.1,52652,Inspection,Brakes,Under Warranty,460,1050,1780,1.0,4.1,Yes,10,UPI
SRV-01520,2025-02-11,Feb,Nagpur,Hingna Service Hub,Polo,8.2,90416,Repair,Brakes,Out of Warranty,9320,4420,16210,15.1,5.0,No,6,UPI
SRV-01521,2025-05-04,May,Mumbai,Thane Auto Care,Tiguan,1.9,29348,Scheduled Maintenance,General Service,Out of Warranty,3550,1950,6490,1.0,4.8,No,9,Credit Card
SRV-01522,2025-05-21,May,Nashik,College Road Auto Care,Taigun,4.6,69803,Scheduled Maintenance,Air Conditioning,Out of Warranty,4460,2120,7760,6.7,4.5,No,13,Debit Card
SRV-01523,2025-04-19,Apr,Nagpur,Hingna Service Hub,Taigun,4.1,57096,Inspection,Tyres/Suspension,Under Warranty,570,870,1700,10.5,4.6,No,4,Debit Card
SRV-01524,2025-05-28,May,Mumbai,Navi Mumbai Workshop,Vento,7.2,100934,Repair,Tyres/Suspension,Out of Warranty,17560,6850,28800,17.3,4.3,No,7,UPI
SRV-01525,2025-07-08,Jul,Mumbai,Navi Mumbai Workshop,Vento,8.4,116760,Emergency,Air Conditioning,Out of Warranty,9060,7340,19350,21.0,4.5,No,4,UPI
SRV-01526,2025-02-27,Feb,Mumbai,Navi Mumbai Workshop,Tiguan,5.8,84609,Emergency,Air Conditioning,Out of Warranty,24350,8120,38310,24.7,4.4,No,10,Credit Card
SRV-01527,2025-07-19,Jul,Nagpur,Hingna Service Hub,Virtus,0.1,3742,Scheduled Maintenance,Tyres/Suspension,Under Warranty,1990,1050,3590,9.1,4.2,No,7,Credit Card
SRV-01528,2025-10-31,Oct,Pune,Wakad Service Hub,Tiguan,3.3,59624,Scheduled Maintenance,Engine,Under Warranty,2660,2060,5570,9.7,5.0,No,3,Net Banking
SRV-01529,2025-03-23,Mar,Nagpur,Hingna Service Hub,Polo,2.8,40145,Scheduled Maintenance,Brakes,Under Warranty,1360,1120,2930,9.5,4.9,No,8,UPI
SRV-01530,2025-11-13,Nov,Pune,Hadapsar Workshop,Virtus,3.9,50361,Repair,Brakes,Out of Warranty,16960,5610,26630,16.3,4.3,No,4,Credit Card
SRV-01531,2025-06-23,Jun,Pune,Wakad Service Hub,Taigun,3.1,30921,Repair,Tyres/Suspension,Out of Warranty,17500,4950,26490,15.7,4.0,No,2,Cash
SRV-01532,2025-08-08,Aug,Nashik,College Road Auto Care,Taigun,4.0,53388,Scheduled Maintenance,General Service,Out of Warranty,5270,2440,9100,1.0,5.0,No,9,UPI
SRV-01533,2025-11-15,Nov,Pune,Baner Auto Care,Virtus,2.7,33894,Inspection,General Service,Under Warranty,490,1000,1760,3.3,4.7,No,4,UPI
SRV-01534,2025-08-19,Aug,Mumbai,Thane Auto Care,Taigun,3.7,45086,Repair,Brakes,Out of Warranty,12530,3720,19180,16.2,4.7,No,3,UPI
SRV-01535,2025-06-11,Jun,Mumbai,Thane Auto Care,Taigun,4.6,73055,Repair,Engine,Out of Warranty,20230,5730,30630,21.4,4.4,No,8,Cash
SRV-01536,2025-05-09,May,Pune,Baner Auto Care,Taigun,3.8,67350,Repair,Air Conditioning,Out of Warranty,13490,5400,22290,15.1,4.4,No,4,Credit Card
SRV-01537,2025-02-18,Feb,Pune,Wakad Service Hub,Taigun,2.3,33623,Scheduled Maintenance,General Service,Under Warranty,1020,1000,2380,7.0,4.9,No,7,UPI
SRV-01538,2025-04-01,Apr,Nagpur,Hingna Service Hub,Virtus,0.1,3814,Scheduled Maintenance,General Service,Out of Warranty,3800,2990,8010,1.0,4.5,No,16,UPI
SRV-01539,2025-11-30,Nov,Pune,Wakad Service Hub,Polo,3.2,51583,Scheduled Maintenance,General Service,Under Warranty,1100,1740,3350,6.0,4.9,No,7,Credit Card
SRV-01540,2025-12-31,Dec,Mumbai,Andheri Service Hub,Virtus,2.5,13598,Repair,Electrical,Out of Warranty,13970,4390,21660,17.2,4.2,No,12,UPI
SRV-01541,2025-05-17,May,Pune,Wakad Service Hub,Virtus,3.2,46471,Recall,Air Conditioning,Out of Warranty,1010,1180,2580,15.5,4.8,No,5,Net Banking
SRV-01542,2025-11-27,Nov,Pune,Baner Auto Care,Polo,5.7,63128,Scheduled Maintenance,General Service,Out of Warranty,4060,2520,7760,9.8,4.5,No,6,Credit Card
SRV-01543,2025-12-11,Dec,Pune,Wakad Service Hub,Taigun,4.9,71499,Scheduled Maintenance,Air Conditioning,Out of Warranty,5420,2230,9030,7.1,4.4,No,8,Credit Card
SRV-01544,2025-01-20,Jan,Nashik,Ambad Service Hub,Virtus,0.1,500,Inspection,General Service,Under Warranty,450,1010,1720,1.0,4.5,No,8,Debit Card
SRV-01545,2025-12-20,Dec,Mumbai,Navi Mumbai Workshop,Taigun,3.4,39375,Repair,Engine,Out of Warranty,17240,5180,26460,22.5,4.1,No,2,UPI
SRV-01546,2025-07-19,Jul,Pune,Baner Auto Care,Virtus,6.8,56422,Repair,Brakes,Out of Warranty,12240,5790,21280,14.0,4.8,No,9,UPI
SRV-01547,2025-02-04,Feb,Pune,Baner Auto Care,Taigun,5.0,48225,Scheduled Maintenance,General Service,Under Warranty,1170,1120,2700,3.9,5.0,No,12,UPI
SRV-01548,2025-10-13,Oct,Mumbai,Navi Mumbai Workshop,Vento,7.1,58455,Inspection,General Service,Out of Warranty,1090,1790,3400,1.0,4.6,No,4,Debit Card
SRV-01549,2025-01-26,Jan,Nashik,Ambad Service Hub,Taigun,2.7,53044,Repair,Brakes,Out of Warranty,10390,4370,17420,18.5,4.5,No,3,UPI
SRV-01550,2025-05-30,May,Nagpur,Wardha Road Auto Care,Taigun,7.1,70004,Scheduled Maintenance,General Service,Out of Warranty,3670,2660,7470,1.0,4.9,No,15,UPI
SRV-01551,2025-11-18,Nov,Pune,Baner Auto Care,Vento,4.7,74444,Repair,Engine,Out of Warranty,11300,5070,19320,19.3,4.3,No,4,UPI
SRV-01552,2025-12-27,Dec,Mumbai,Navi Mumbai Workshop,Taigun,5.1,58817,Scheduled Maintenance,General Service,Out of Warranty,3160,2780,7010,5.3,4.4,No,10,Debit Card
SRV-01553,2025-05-20,May,Mumbai,Navi Mumbai Workshop,Taigun,2.9,30406,Repair,Electrical,Under Warranty,3810,2520,7470,16.4,4.6,No,7,UPI
SRV-01554,2025-10-27,Oct,Pune,Hadapsar Workshop,Virtus,0.1,8803,Scheduled Maintenance,General Service,Under Warranty,750,1230,2340,3.1,4.7,No,4,UPI
SRV-01555,2025-10-15,Oct,Pune,Wakad Service Hub,Tiguan,3.1,36350,Scheduled Maintenance,General Service,Under Warranty,2060,1500,4200,5.6,5.0,No,3,UPI
SRV-01556,2025-12-07,Dec,Nashik,College Road Auto Care,Vento,9.1,87421,Inspection,Air Conditioning,Out of Warranty,1260,1110,2800,5.7,4.9,No,11,Debit Card
SRV-01557,2025-07-11,Jul,Nagpur,Wardha Road Auto Care,Polo,7.2,101535,Repair,Tyres/Suspension,Out of Warranty,9040,6420,18240,13.9,4.6,No,3,Credit Card
SRV-01558,2025-08-13,Aug,Nashik,College Road Auto Care,Polo,7.6,98956,Scheduled Maintenance,Electrical,Out of Warranty,4080,2350,7590,4.4,4.6,No,8,UPI
SRV-01559,2025-10-10,Oct,Pune,Baner Auto Care,Tiguan,4.8,56947,Scheduled Maintenance,General Service,Out of Warranty,4350,2470,8050,5.5,3.8,Yes,5,Debit Card
SRV-01560,2025-09-08,Sep,Nashik,Ambad Service Hub,Polo,11.0,135221,Repair,Brakes,Out of Warranty,11460,5390,19880,16.8,3.6,Yes,5,Credit Card
SRV-01561,2025-11-29,Nov,Mumbai,Andheri Service Hub,Vento,7.2,102353,Inspection,Tyres/Suspension,Out of Warranty,1960,1980,4650,12.4,4.1,No,7,Debit Card
SRV-01562,2025-04-13,Apr,Mumbai,Andheri Service Hub,Virtus,6.3,94644,Scheduled Maintenance,Engine,Under Warranty,2080,1700,4460,10.3,5.0,No,3,Debit Card
SRV-01563,2025-08-14,Aug,Nagpur,Hingna Service Hub,Virtus,1.8,27839,Inspection,General Service,Out of Warranty,1360,1140,2950,2.4,4.6,No,5,UPI
SRV-01564,2025-07-13,Jul,Pune,Baner Auto Care,Virtus,4.0,58232,Emergency,Engine,Under Warranty,7160,6410,16010,26.4,4.3,No,7,UPI
SRV-01565,2025-07-30,Jul,Nagpur,Wardha Road Auto Care,Polo,5.7,88444,Recall,Engine,Out of Warranty,1410,1050,2900,17.6,3.6,Yes,9,Credit Card
SRV-01566,2025-08-27,Aug,Pune,Baner Auto Care,Polo,3.0,37579,Inspection,General Service,Out of Warranty,1120,1770,3410,2.4,4.5,No,2,Credit Card
SRV-01567,2025-10-11,Oct,Pune,Baner Auto Care,Vento,7.8,68624,Scheduled Maintenance,General Service,Out of Warranty,4810,2930,9130,2.7,4.5,No,18,UPI
SRV-01568,2025-05-06,May,Nashik,Ambad Service Hub,Virtus,6.4,91455,Scheduled Maintenance,Electrical,Under Warranty,1790,1250,3590,11.4,4.5,No,3,Debit Card
SRV-01569,2025-09-09,Sep,Mumbai,Andheri Service Hub,Vento,10.6,88589,Repair,Engine,Out of Warranty,16040,4240,23930,20.2,4.5,No,7,Net Banking
SRV-01570,2025-05-14,May,Mumbai,Andheri Service Hub,Vento,6.9,100231,Scheduled Maintenance,General Service,Out of Warranty,2730,2960,6710,1.0,5.0,No,6,UPI
SRV-01571,2025-03-23,Mar,Pune,Wakad Service Hub,Tiguan,3.0,45924,Inspection,Brakes,Under Warranty,620,1020,1940,2.5,4.9,No,2,Debit Card
SRV-01572,2025-07-11,Jul,Nagpur,Wardha Road Auto Care,Taigun,2.2,27152,Repair,Brakes,Out of Warranty,17520,3660,24990,15.3,4.3,No,5,UPI
SRV-01573,2025-09-12,Sep,Mumbai,Thane Auto Care,Taigun,0.6,6053,Scheduled Maintenance,General Service,Under Warranty,1830,1590,4040,1.2,4.8,No,3,Debit Card
SRV-01574,2025-09-04,Sep,Mumbai,Thane Auto Care,Taigun,3.6,59230,Scheduled Maintenance,Brakes,Out of Warranty,3010,2320,6290,5.1,5.0,No,5,UPI
SRV-01575,2025-08-02,Aug,Pune,Baner Auto Care,Tiguan,7.7,80298,Emergency,Engine,Out of Warranty,25350,6330,37380,25.7,3.7,No,7,UPI
SRV-01576,2025-08-28,Aug,Mumbai,Andheri Service Hub,Vento,10.3,134401,Emergency,Engine,Out of Warranty,18880,8270,32040,27.1,3.0,Yes,9,Credit Card
SRV-01577,2025-06-01,Jun,Pune,Baner Auto Care,Tiguan,2.5,36308,Inspection,General Service,Out of Warranty,1300,1750,3600,1.0,4.6,No,5,Debit Card
SRV-01578,2025-08-21,Aug,Mumbai,Thane Auto Care,Vento,4.7,38529,Repair,Tyres/Suspension,Out of Warranty,15280,3910,22640,13.5,5.0,No,5,UPI
SRV-01579,2025-04-17,Apr,Pune,Hadapsar Workshop,Taigun,2.6,44018,Scheduled Maintenance,General Service,Under Warranty,1230,1170,2830,1.7,4.5,No,1,Debit Card
SRV-01580,2025-06-12,Jun,Pune,Baner Auto Care,Virtus,2.1,13815,Repair,Engine,Under Warranty,5550,3100,10210,20.8,3.4,No,15,Credit Card
SRV-01581,2025-06-18,Jun,Mumbai,Andheri Service Hub,Tiguan,2.2,25921,Scheduled Maintenance,Electrical,Under Warranty,2630,1770,5190,7.9,4.8,No,4,Credit Card
SRV-01582,2025-11-03,Nov,Mumbai,Andheri Service Hub,Polo,3.5,78529,Scheduled Maintenance,Tyres/Suspension,Under Warranty,1130,2050,3750,7.3,4.4,No,5,Debit Card
SRV-01583,2025-10-01,Oct,Mumbai,Andheri Service Hub,Virtus,0.1,500,Emergency,Engine,Under Warranty,8890,3310,14400,30.7,3.9,No,5,Credit Card
SRV-01584,2025-06-24,Jun,Mumbai,Andheri Service Hub,Taigun,3.4,35273,Scheduled Maintenance,Brakes,Under Warranty,2020,1460,4110,6.3,4.6,No,4,Cash
SRV-01585,2025-07-28,Jul,Mumbai,Navi Mumbai Workshop,Polo,7.1,65902,Recall,General Service,Out of Warranty,670,1120,2110,7.6,4.5,No,6,UPI
SRV-01586,2025-03-12,Mar,Pune,Wakad Service Hub,Polo,4.6,55676,Repair,Air Conditioning,Out of Warranty,13900,5330,22690,17.9,5.0,No,3,Net Banking
SRV-01587,2025-07-12,Jul,Nagpur,Hingna Service Hub,Virtus,4.1,79279,Scheduled Maintenance,Brakes,Under Warranty,1430,1500,3460,5.8,4.2,No,7,Net Banking
SRV-01588,2025-06-10,Jun,Nagpur,Wardha Road Auto Care,Taigun,3.7,44675,Emergency,Brakes,Under Warranty,8170,3250,13480,20.2,4.3,No,8,Net Banking
SRV-01589,2025-11-28,Nov,Nagpur,Wardha Road Auto Care,Taigun,1.1,12670,Scheduled Maintenance,Air Conditioning,Under Warranty,1930,1100,3580,5.0,4.2,No,6,Debit Card
SRV-01590,2025-05-29,May,Pune,Hadapsar Workshop,Virtus,4.6,78021,Scheduled Maintenance,Brakes,Out of Warranty,6740,2680,11120,9.3,3.6,Yes,7,Debit Card
SRV-01591,2025-11-01,Nov,Mumbai,Thane Auto Care,Taigun,3.9,41151,Inspection,General Service,Under Warranty,410,1050,1720,1.0,4.6,No,7,UPI
SRV-01592,2025-10-09,Oct,Pune,Baner Auto Care,Taigun,4.9,48967,Scheduled Maintenance,General Service,Out of Warranty,4110,2500,7800,1.0,5.0,No,10,Credit Card
SRV-01593,2025-02-06,Feb,Pune,Hadapsar Workshop,Virtus,4.0,47116,Scheduled Maintenance,Engine,Under Warranty,2910,1620,5350,9.3,4.3,No,2,UPI
SRV-01594,2025-02-12,Feb,Nagpur,Hingna Service Hub,Taigun,3.1,37810,Repair,Electrical,Out of Warranty,12220,4440,19660,16.7,4.0,No,3,Net Banking
SRV-01595,2025-08-01,Aug,Pune,Wakad Service Hub,Virtus,0.1,9385,Scheduled Maintenance,General Service,Under Warranty,1970,1410,3990,1.5,4.9,No,6,Cash
SRV-01596,2025-07-03,Jul,Mumbai,Andheri Service Hub,Virtus,5.3,30346,Inspection,Electrical,Out of Warranty,1980,1800,4460,6.2,4.6,No,2,Credit Card
SRV-01597,2025-10-11,Oct,Nashik,Ambad Service Hub,Virtus,1.7,19167,Recall,General Service,Under Warranty,260,1070,1570,9.7,4.6,No,10,UPI
SRV-01598,2025-06-22,Jun,Mumbai,Thane Auto Care,Taigun,3.8,67511,Repair,Tyres/Suspension,Under Warranty,3890,3200,8370,13.1,4.7,No,3,Net Banking
SRV-01599,2025-06-01,Jun,Nagpur,Wardha Road Auto Care,Virtus,0.1,6207,Recall,Electrical,Under Warranty,470,590,1250,11.3,4.8,No,5,UPI
SRV-01600,2025-06-11,Jun,Pune,Baner Auto Care,Virtus,1.4,26490,Inspection,Tyres/Suspension,Under Warranty,630,980,1900,1.5,4.8,No,3,Credit Card
SRV-01601,2025-01-06,Jan,Pune,Hadapsar Workshop,Virtus,6.2,69981,Recall,Air Conditioning,Out of Warranty,1060,1370,2870,5.2,5.0,No,7,UPI
SRV-01602,2025-09-11,Sep,Mumbai,Andheri Service Hub,Virtus,2.5,31213,Scheduled Maintenance,General Service,Under Warranty,2060,1510,4210,2.3,4.9,No,11,UPI
SRV-01603,2025-11-25,Nov,Pune,Hadapsar Workshop,Tiguan,3.9,35001,Scheduled Maintenance,General Service,Out of Warranty,5810,2470,9770,2.6,4.7,No,1,UPI
SRV-01604,2025-05-06,May,Pune,Hadapsar Workshop,Taigun,5.2,49630,Scheduled Maintenance,Brakes,Out of Warranty,7650,2500,11980,2.5,5.0,No,7,UPI
SRV-01605,2025-07-05,Jul,Pune,Baner Auto Care,Tiguan,3.4,48531,Inspection,Electrical,Out of Warranty,1500,1760,3850,4.0,5.0,No,11,UPI
SRV-01606,2025-11-03,Nov,Pune,Wakad Service Hub,Taigun,4.8,56258,Inspection,General Service,Out of Warranty,1040,1790,3340,1.4,4.9,No,2,UPI
SRV-01607,2025-09-25,Sep,Nagpur,Wardha Road Auto Care,Tiguan,6.6,100095,Inspection,Engine,Out of Warranty,3060,1920,5880,9.0,4.9,No,6,Debit Card
SRV-01608,2025-02-20,Feb,Pune,Hadapsar Workshop,Taigun,4.5,73551,Scheduled Maintenance,Electrical,Out of Warranty,4760,2570,8650,5.0,4.3,No,6,Debit Card
