vehicle_id,vehicle_age_years,mileage_km,service_gap_months,engine_alerts,brake_wear_percent,avg_monthly_distance_km,warranty_claims,customer_complaints,repair_cost_last_year,battery_voltage,driving_pattern,fuel_type,region,transmission,service_center_type,service_risk
VH100672,6.2,67927,7.0,2,37.3,738,0,1,5694.0,Low,Mixed,CNG,West,Manual,Independent,Low Risk
VH100673,3.6,48758,13.0,2,34.6,2068,0,0,7658.0,Normal,City,Diesel,South,Manual,Authorized,Low Risk
VH100674,1.9,5000,7.0,2,31.4,1713,0,1,7795.0,Low,Highway,Petrol,North,Automatic,,Low Risk
VH100675,7.8,88539,5.0,2,72.4,2094,1,2,15563.0,Normal,,Petrol,North,Manual,Independent,Low Risk
VH100676,6.4,102470,8.0,0,60.3,1255,0,0,8253.0,Normal,Highway,Electric,East,Automatic,Authorized,Low Risk
VH100677,11.9,150396,17.0,6,94.1,1141,1,4,23048.0,Normal,City,Petrol,West,Automatic,Authorized,High Risk
VH100678,6.6,96927,13.0,0,76.1,601,1,0,6020.0,Normal,City,Petrol,South,Manual,Independent,High Risk
VH100679,6.5,82709,11.0,4,53.7,1432,0,0,11376.0,Low,City,Petrol,East,Manual,Authorized,High Risk
VH100680,5.0,59082,,2,47.7,1148,1,1,12813.0,Normal,Highway,Electric,North,Manual,Authorized,High Risk
VH100681,7.7,126850,11.0,1,88.9,1128,1,0,5291.0,Normal,Highway,Electric,South,Manual,Authorized,High Risk
VH100682,7.2,100059,4.0,1,73.9,2091,0,0,7940.0,Low,Highway,Petrol,West,Manual,Authorized,Low Risk
VH100683,8.9,74629,12.0,3,58.3,1184,1,3,16871.0,Normal,Mixed,Petrol,North,Manual,Authorized,High Risk
VH100684,4.1,36866,15.0,1,27.3,1942,0,1,5764.0,Normal,City,Diesel,West,Automatic,Authorized,Low Risk
VH100685,4.3,24985,15.0,1,21.8,424,1,0,5706.0,Normal,City,Petrol,South,Manual,Independent,High Risk
VH100686,4.2,55613,4.0,2,32.4,2648,1,1,6931.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH100687,7.6,79531,5.0,0,41.0,1056,2,1,8715.0,Normal,Mixed,Diesel,East,Manual,Independent,Low Risk
VH100688,9.5,113217,5.0,2,75.6,1618,1,1,16025.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH100689,4.3,102529,6.0,1,79.9,1700,0,2,9578.0,Low,Mixed,Petrol,West,Manual,Authorized,High Risk
VH100690,4.4,75408,10.0,0,40.7,991,0,0,5497.0,Normal,Mixed,Diesel,East,Automatic,Independent,Low Risk
VH100691,6.3,97173,8.0,4,71.0,1676,4,5,15666.0,Low,Mixed,Diesel,North,Automatic,Authorized,High Risk
VH100692,4.8,48779,8.0,1,49.7,1703,1,0,8164.0,Normal,Highway,Diesel,South,Manual,Independent,Low Risk
VH100693,8.1,61310,3.0,1,27.9,879,2,0,12789.0,Low,City,Petrol,West,Automatic,Authorized,Low Risk
VH100694,0.5,5000,5.0,1,13.8,885,0,1,0.0,Normal,City,Petrol,South,Automatic,Authorized,Low Risk
VH100695,3.3,56674,16.0,1,63.6,1274,0,0,11283.0,Normal,Highway,CNG,East,Manual,Authorized,Low Risk
VH100696,3.4,19296,15.0,1,30.8,1190,2,0,6515.0,Low,City,Petrol,West,Automatic,Authorized,High Risk
VH100697,0.5,5000,7.0,2,8.0,1974,0,2,0.0,Normal,City,Petrol,North,Automatic,Independent,Low Risk
VH100698,2.9,34522,12.0,1,40.4,1615,0,0,10670.0,Normal,City,Petrol,North,Manual,Authorized,Low Risk
VH100699,3.0,24333,10.0,2,19.3,1213,0,1,6716.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100700,5.0,39652,13.0,1,43.6,1565,1,1,5984.0,Normal,City,Diesel,North,Automatic,Authorized,High Risk
VH100701,8.5,95147,12.0,1,59.3,200,1,1,8462.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH100702,4.8,48241,8.0,1,40.2,930,1,1,8476.0,Normal,Mixed,Diesel,West,Manual,Independent,High Risk
VH100703,2.7,26163,11.0,3,22.6,1400,2,1,4837.0,Normal,Highway,Petrol,West,Automatic,Authorized,Low Risk
VH100704,5.3,65029,10.0,3,50.2,1830,0,3,8174.0,Low,City,CNG,South,Automatic,Independent,Low Risk
VH100705,8.3,130130,8.0,7,80.1,1354,0,4,15951.0,Normal,Mixed,Diesel,South,Automatic,Authorized,High Risk
VH100706,2.9,31733,7.0,1,29.2,2008,2,1,4425.0,Normal,Highway,Petrol,West,Manual,Independent,Low Risk
VH100707,3.0,32388,20.0,3,19.1,1701,1,0,6301.0,Normal,City,CNG,East,Manual,Independent,Low Risk
VH100708,7.0,101113,8.0,3,75.6,996,0,0,14279.0,Normal,Highway,Electric,East,Automatic,Independent,High Risk
VH100709,4.9,66572,12.0,3,52.9,1177,3,2,10527.0,Normal,City,Petrol,East,Automatic,Independent,High Risk
VH100710,7.2,79749,19.0,2,40.5,1462,2,0,11738.0,Low,Mixed,Diesel,North,Automatic,Authorized,Low Risk
VH100711,5.5,83923,11.0,1,71.5,1017,0,0,9654.0,Low,Mixed,Diesel,West,Manual,Authorized,High Risk
VH100712,7.4,116523,10.0,2,76.8,2046,1,0,10362.0,Normal,Highway,Diesel,West,Automatic,Independent,High Risk
VH100713,2.7,40154,8.0,0,38.1,673,1,0,665.0,Normal,Mixed,Petrol,East,Manual,Independent,Low Risk
VH100714,5.5,92132,10.0,2,73.6,1414,0,0,14727.0,Low,City,Petrol,East,Manual,Authorized,Low Risk
VH100715,4.9,42886,6.0,0,41.4,1632,0,2,8878.0,Normal,Mixed,Petrol,South,Automatic,Independent,Low Risk
VH100716,2.2,18103,28.0,2,36.9,1087,0,0,11141.0,Normal,,Petrol,North,Manual,Authorized,Low Risk
VH100717,1.3,24744,,2,24.5,970,0,0,8481.0,Normal,City,Petrol,North,Automatic,Authorized,Low Risk
VH100718,7.4,95725,7.0,2,78.6,1210,0,1,9187.0,Normal,Mixed,CNG,South,Manual,Authorized,High Risk
VH100719,4.6,55639,11.0,4,46.3,1672,0,3,3126.0,Normal,Mixed,Petrol,West,Automatic,Authorized,High Risk
VH100720,2.7,27614,10.0,2,34.9,990,1,2,,,City,Petrol,North,Manual,Authorized,Low Risk
VH100721,5.2,66617,6.0,0,55.4,694,1,1,8217.0,Normal,Mixed,Petrol,South,Manual,Authorized,High Risk
VH100722,8.5,98889,2.0,3,82.6,1848,1,1,12574.0,Normal,City,Petrol,South,Automatic,Authorized,Low Risk
VH100723,0.5,16635,3.0,0,31.2,1458,1,1,606.0,Normal,City,CNG,North,Automatic,Authorized,Low Risk
VH100724,1.5,26034,9.0,4,23.6,1774,0,3,,Normal,City,CNG,South,Automatic,Authorized,High Risk
VH100725,3.0,28804,2.0,1,22.9,1645,0,0,5408.0,Low,Highway,Petrol,West,Manual,Authorized,Low Risk
VH100726,9.4,137822,11.0,3,90.0,2384,1,1,10248.0,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH100727,6.3,83450,15.0,2,52.0,1830,1,1,7352.0,Normal,City,Petrol,West,Manual,Authorized,High Risk
VH100728,7.6,112082,13.0,0,64.7,873,0,0,,Low,Mixed,Electric,North,Manual,Independent,High Risk
VH100729,2.4,45169,14.0,2,15.7,1495,1,2,2867.0,Normal,,Petrol,North,Manual,Independent,Low Risk
VH100730,2.5,35561,2.0,2,16.7,960,1,0,3262.0,Normal,Mixed,Petrol,North,Manual,,Low Risk
VH100731,6.7,83132,7.0,3,82.0,1014,0,1,11874.0,Low,City,Petrol,North,Manual,Independent,High Risk
VH100732,5.7,64838,4.0,2,42.8,515,1,0,11922.0,Normal,City,Petrol,North,Manual,Authorized,High Risk
VH100733,7.0,98079,2.0,1,89.4,1101,3,0,7761.0,Normal,Mixed,Petrol,North,Manual,Authorized,Low Risk
VH100734,5.0,76580,6.0,0,61.0,1533,3,3,10695.0,Normal,City,Electric,South,Automatic,Independent,High Risk
VH100735,6.3,66150,18.0,6,50.2,1216,2,0,10578.0,Low,City,Petrol,West,Manual,,High Risk
VH100736,5.9,54675,21.0,1,27.9,678,3,1,3407.0,Normal,Mixed,Petrol,North,Automatic,Authorized,Low Risk
VH100737,7.6,88948,4.0,2,63.5,458,1,2,5914.0,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH100738,7.7,111642,8.0,2,96.8,2348,0,2,5643.0,Normal,City,Petrol,West,Manual,Authorized,High Risk
VH100739,1.1,5000,10.0,0,33.9,1419,1,2,3567.0,Normal,Highway,Electric,South,Automatic,Authorized,Low Risk
VH100740,0.5,5000,7.0,1,19.8,821,0,3,71.0,Normal,City,Diesel,East,Manual,Authorized,Low Risk
VH100741,8.2,108224,16.0,3,61.5,1490,1,1,8117.0,,Mixed,Electric,West,Manual,Authorized,High Risk
VH100742,8.7,84288,6.0,1,50.3,2388,2,0,11795.0,Normal,City,CNG,North,Automatic,Independent,Low Risk
VH100743,2.7,6303,5.0,2,8.1,1573,0,4,9067.0,,City,Diesel,West,Automatic,Authorized,High Risk
VH100744,0.5,14284,4.0,2,36.0,200,0,3,7813.0,Normal,City,Diesel,West,Manual,Independent,Low Risk
VH100745,5.8,109864,7.0,0,93.0,2629,0,2,9521.0,Normal,City,Diesel,East,Automatic,Independent,Low Risk
VH100746,8.0,84549,1.0,2,63.1,288,1,1,8262.0,Normal,Highway,Diesel,South,Automatic,Independent,Low Risk
VH100747,10.4,73820,7.0,3,51.7,1143,1,0,15493.0,Normal,Mixed,Diesel,South,Manual,Authorized,Low Risk
VH100748,6.9,84333,8.0,1,77.9,661,2,3,10550.0,Low,Mixed,Diesel,East,Manual,Authorized,Low Risk
VH100749,4.5,47688,9.0,2,29.7,865,0,0,6530.0,Normal,City,Diesel,South,Automatic,Authorized,Low Risk
VH100750,3.1,61354,4.0,1,48.7,1398,0,3,6067.0,Normal,Mixed,Diesel,West,Automatic,Authorized,Low Risk
VH100751,5.5,52535,9.0,2,48.3,200,0,2,4945.0,Normal,Mixed,Petrol,South,Automatic,Authorized,Low Risk
VH100752,4.7,50886,9.0,3,32.8,1203,0,2,7472.0,Normal,City,Diesel,South,Automatic,Authorized,Low Risk
VH100753,2.8,37390,9.0,5,27.8,1847,1,2,11460.0,Normal,City,Diesel,North,Manual,Authorized,Low Risk
VH100754,11.0,85589,13.0,0,53.7,812,0,0,16224.0,Low,City,Diesel,South,Manual,Authorized,Low Risk
VH100755,10.3,150739,4.0,4,98.0,527,2,3,19455.0,Normal,City,Diesel,North,Automatic,Authorized,Low Risk
VH100756,8.6,78647,7.0,4,78.8,1178,0,1,16355.0,Normal,Highway,Diesel,North,Automatic,Independent,High Risk
VH100757,3.0,37604,2.0,0,36.2,1074,1,0,4455.0,Normal,City,Diesel,South,Manual,Independent,Low Risk
VH100758,7.8,87935,12.0,3,59.9,940,3,0,12029.0,Normal,Mixed,Petrol,West,Automatic,Authorized,High Risk
VH100759,7.2,112328,,0,69.8,632,0,0,3348.0,Normal,City,Petrol,North,Manual,,Low Risk
VH100760,6.7,72586,14.0,5,54.3,1520,1,1,11106.0,Normal,City,Petrol,North,Manual,Authorized,High Risk
VH100761,8.9,57702,14.0,0,40.0,1560,1,0,6941.0,Normal,Mixed,Petrol,South,Automatic,Authorized,Low Risk
VH100762,7.2,85357,7.0,4,60.4,696,0,2,14819.0,Low,Highway,Petrol,East,Manual,Independent,High Risk
VH100763,7.5,99468,7.0,1,73.8,768,2,2,12524.0,Low,City,Diesel,South,Manual,Authorized,Low Risk
VH100764,7.2,93265,3.0,3,61.4,1321,2,3,14087.0,Normal,City,CNG,South,Manual,Authorized,Low Risk
VH100765,6.4,86315,8.0,2,59.9,748,0,1,13545.0,Normal,Highway,Petrol,West,Manual,Authorized,Low Risk
VH100766,0.7,22888,13.0,3,24.7,1343,0,1,6111.0,Normal,Highway,CNG,South,Automatic,Independent,Low Risk
VH100767,5.7,89398,9.0,2,60.2,2013,0,2,5985.0,Normal,Highway,Petrol,West,Manual,Independent,High Risk
VH100768,4.0,52936,17.0,3,38.6,1219,0,3,8690.0,Normal,Mixed,CNG,North,Manual,Independent,High Risk
VH100769,2.0,26710,6.0,2,37.2,619,1,2,3481.0,Normal,Highway,Diesel,South,Automatic,Authorized,Low Risk
VH100770,10.0,122779,6.0,3,62.7,1454,0,1,16355.0,Low,Mixed,Diesel,West,Automatic,Authorized,High Risk
VH100771,10.2,132434,4.0,0,98.0,1158,1,1,9531.0,Normal,Mixed,Petrol,East,Automatic,Authorized,Low Risk
VH100772,9.2,77143,24.0,2,58.3,1172,1,1,11965.0,Low,Highway,Petrol,North,Automatic,Independent,High Risk
VH100773,6.2,91126,3.0,6,71.3,1497,2,1,16800.0,Normal,City,Petrol,South,Automatic,Authorized,High Risk
VH100774,9.1,138770,12.0,4,98.0,1609,1,1,12318.0,Normal,Highway,Diesel,North,Automatic,Authorized,High Risk
VH100775,5.5,82350,13.0,2,52.0,1268,0,3,12035.0,Normal,City,Electric,South,Manual,Independent,High Risk
VH100776,6.0,22420,12.0,3,16.4,1218,0,2,6338.0,Normal,Highway,Diesel,South,Manual,Authorized,Low Risk
VH100777,2.5,13930,5.0,1,10.4,2323,0,3,5981.0,Normal,City,Diesel,West,Manual,Authorized,High Risk
VH100778,6.6,116191,3.0,1,75.8,1874,0,0,8399.0,Normal,Highway,Petrol,East,Automatic,Authorized,Low Risk
VH100779,5.7,63302,7.0,1,56.9,1683,4,0,10527.0,Normal,City,Diesel,South,Automatic,Independent,High Risk
VH100780,2.0,5000,11.0,1,10.4,1318,0,2,152.0,Low,Highway,CNG,North,Automatic,Authorized,Low Risk
VH100781,5.4,86968,5.0,2,69.0,727,0,0,3961.0,Low,City,Petrol,South,Automatic,Independent,Low Risk
VH100782,5.3,46036,6.0,1,13.5,1836,1,0,9920.0,Low,Mixed,Diesel,West,Automatic,Authorized,Low Risk
VH100783,10.4,146032,5.0,3,90.9,1325,0,3,13359.0,Low,City,Petrol,South,Manual,Authorized,High Risk
VH100784,7.9,118651,8.0,3,,950,0,1,12069.0,Normal,Mixed,Petrol,North,Manual,Authorized,High Risk
VH100785,5.5,94624,8.0,0,64.7,1124,0,1,4339.0,Normal,,Petrol,South,Manual,Independent,Low Risk
VH100786,6.2,69304,19.0,2,43.4,748,1,0,12501.0,,City,Diesel,West,Manual,Authorized,Low Risk
VH100787,5.6,75360,,2,48.6,1800,1,2,9997.0,Normal,Mixed,CNG,South,Automatic,Authorized,Low Risk
VH100788,5.0,89159,3.0,0,30.2,1605,0,1,6770.0,Normal,Mixed,Petrol,East,Manual,Authorized,Low Risk
VH100789,2.6,57900,3.0,3,35.0,1344,0,3,3847.0,Normal,Mixed,Electric,East,Manual,Independent,Low Risk
VH100790,5.1,39791,12.0,0,47.7,1228,2,0,7695.0,Normal,Mixed,CNG,South,Automatic,Authorized,Low Risk
VH100791,3.5,42100,8.0,1,31.0,896,0,0,2725.0,Normal,City,Diesel,South,Manual,Authorized,Low Risk
VH100792,2.1,48799,23.0,2,36.0,200,0,2,3783.0,Normal,Mixed,Electric,North,Manual,Authorized,High Risk
VH100793,6.9,101214,23.0,2,44.6,515,0,2,5841.0,Normal,Mixed,CNG,West,Manual,Authorized,High Risk
VH100794,6.6,83968,4.0,3,42.7,864,0,2,10689.0,Normal,Mixed,Petrol,South,Manual,Authorized,Low Risk
VH100795,0.7,5000,9.0,4,29.9,786,0,1,10536.0,Low,Mixed,Electric,South,Automatic,Authorized,Low Risk
VH100796,5.2,74212,3.0,3,62.0,1400,2,4,10655.0,Normal,Mixed,Diesel,West,Manual,Authorized,High Risk
VH100797,8.2,132762,12.0,2,73.5,1672,3,1,9966.0,Normal,Highway,Petrol,South,Manual,Independent,High Risk
VH100798,8.4,78900,20.0,4,50.9,1183,0,2,14409.0,Normal,Highway,Petrol,West,Manual,Authorized,High Risk
VH100799,8.3,103295,9.0,1,71.1,1983,0,0,10552.0,Normal,City,Diesel,South,Manual,Authorized,High Risk
VH100800,5.6,65508,6.0,0,37.2,843,1,1,6751.0,Normal,Highway,Electric,North,Manual,Authorized,Low Risk
VH100801,3.2,32882,10.0,0,10.2,1180,0,1,4947.0,Low,City,Diesel,East,Manual,Authorized,Low Risk
VH100802,2.6,18941,14.0,2,22.8,1223,0,2,3012.0,Normal,Mixed,Diesel,West,Automatic,Independent,Low Risk
VH100803,6.4,36906,,2,40.8,1818,1,1,10101.0,Normal,Highway,Petrol,West,Manual,Independent,Low Risk
VH100804,6.5,78063,6.0,2,63.9,1305,2,1,4233.0,Normal,City,CNG,South,Automatic,Authorized,Low Risk
VH100805,9.0,130958,,3,96.4,1319,0,1,15192.0,Normal,City,Petrol,North,Automatic,Independent,High Risk
VH100806,8.5,67731,9.0,4,,389,2,5,10621.0,Normal,City,Diesel,West,Manual,Authorized,High Risk
VH100807,5.1,77303,6.0,3,57.6,782,4,2,13608.0,Normal,Highway,Diesel,South,Manual,Independent,High Risk
VH100808,2.1,28065,16.0,1,26.6,1820,0,0,0.0,Normal,City,Petrol,East,Automatic,Authorized,Low Risk
VH100809,4.6,70072,6.0,0,52.0,200,0,1,10998.0,Normal,City,Electric,South,Manual,Independent,Low Risk
VH100810,6.1,84355,8.0,1,58.5,1948,4,1,2994.0,Normal,City,Electric,West,Automatic,Independent,High Risk
VH100811,5.0,74947,10.0,4,48.4,1510,0,1,7160.0,Normal,City,Diesel,West,Manual,Authorized,Low Risk
VH100812,3.9,47901,3.0,0,8.0,861,0,0,5967.0,Normal,City,Diesel,South,Manual,Authorized,High Risk
VH100813,6.2,91223,5.0,7,77.5,817,1,3,17810.0,Normal,City,CNG,South,Automatic,Independent,High Risk
VH100814,4.1,49077,22.0,0,44.9,2236,0,0,4283.0,Normal,Mixed,Petrol,East,Automatic,Authorized,Low Risk
VH100815,3.8,64472,13.0,0,33.5,1984,2,0,7776.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100816,6.3,76006,6.0,3,61.4,1188,2,2,8371.0,Normal,Mixed,Diesel,North,Automatic,Authorized,High Risk
VH100817,4.4,51392,12.0,2,37.6,1320,0,2,6681.0,Normal,City,Diesel,East,Manual,Authorized,Low Risk
VH100818,6.2,85292,16.0,2,56.8,914,0,0,8613.0,Normal,City,Diesel,West,Manual,Authorized,Low Risk
VH100819,6.2,126526,7.0,2,75.8,1320,0,1,7857.0,Normal,City,Diesel,East,Automatic,Independent,Low Risk
VH100820,2.4,25204,13.0,1,33.9,900,0,0,0.0,Normal,Highway,Diesel,North,Manual,Independent,Low Risk
VH100821,4.2,67099,12.0,2,42.5,1209,3,0,7701.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100822,9.4,158245,3.0,1,89.8,2191,1,1,10842.0,Normal,City,Petrol,North,Manual,Independent,High Risk
VH100823,2.4,35593,7.0,5,46.2,1200,0,1,13360.0,Low,Highway,Petrol,East,Automatic,Authorized,Low Risk
VH100824,0.5,5000,19.0,2,14.8,705,1,1,335.0,Normal,City,Petrol,East,Manual,Authorized,Low Risk
VH100825,0.5,5000,22.0,4,15.2,539,2,2,4904.0,Normal,Highway,Diesel,West,Automatic,Authorized,High Risk
VH100826,5.6,73841,13.0,1,62.6,1316,0,0,11641.0,Low,Highway,CNG,South,Automatic,Authorized,High Risk
VH100827,5.6,50810,5.0,2,34.9,854,0,0,9979.0,Low,Mixed,Petrol,West,Automatic,Authorized,Low Risk
VH100828,5.2,85122,1.0,4,56.1,1378,1,2,12938.0,Normal,City,Diesel,West,Manual,Authorized,Low Risk
VH100829,8.8,116018,5.0,1,81.8,408,0,1,12121.0,Low,City,Petrol,South,Manual,Authorized,High Risk
VH100830,0.5,5000,3.0,0,8.0,1609,0,0,3415.0,Normal,Highway,Diesel,South,Automatic,Independent,Low Risk
VH100831,6.6,58164,20.0,2,48.7,699,1,2,15767.0,Low,City,Electric,North,Manual,Authorized,High Risk
VH100832,9.7,110191,2.0,5,66.9,1274,1,0,16773.0,Low,City,Petrol,West,Manual,Authorized,High Risk
VH100833,2.5,30793,4.0,1,40.5,1074,1,1,1764.0,Normal,City,CNG,West,Manual,Authorized,Low Risk
VH100834,4.5,47380,9.0,2,46.3,2144,0,2,10094.0,Normal,City,Petrol,West,Automatic,Independent,High Risk
VH100835,3.5,55535,8.0,3,49.4,1339,0,1,6587.0,Normal,City,Petrol,West,Automatic,Independent,Low Risk
VH100836,3.1,42454,19.0,0,19.9,2262,2,4,3938.0,,Highway,Diesel,West,Manual,Independent,Low Risk
VH100837,4.6,93139,11.0,5,64.6,1542,1,0,13075.0,Normal,Mixed,CNG,South,Manual,Independent,High Risk
VH100838,9.4,134024,7.0,5,75.5,1991,0,0,13582.0,Normal,City,Diesel,West,Automatic,Independent,High Risk
VH100839,10.5,153090,16.0,2,98.0,1141,0,0,11817.0,Normal,Highway,CNG,East,Manual,Authorized,High Risk
VH100840,4.6,64563,6.0,0,24.4,1430,1,0,7163.0,Normal,Mixed,CNG,West,Automatic,Authorized,Low Risk
VH100841,10.6,153359,20.0,6,82.3,1884,0,3,16784.0,Low,City,Diesel,North,Manual,Authorized,High Risk
VH100842,5.6,66585,4.0,4,64.1,1721,1,0,14655.0,Normal,Mixed,Petrol,West,Manual,Authorized,Low Risk
VH100843,10.2,82552,8.0,2,63.9,1526,1,0,10024.0,Normal,City,Petrol,West,Manual,Authorized,High Risk
VH100844,5.2,83100,1.0,1,56.3,1079,0,1,4264.0,Normal,Mixed,Diesel,South,Manual,Authorized,Low Risk
VH100845,5.9,85711,14.0,4,51.6,1167,0,1,17909.0,Normal,City,Diesel,North,Manual,Authorized,Low Risk
VH100846,6.5,41076,9.0,0,24.9,1842,3,1,2453.0,Normal,,Petrol,North,Automatic,Independent,Low Risk
VH100847,14.1,169497,20.0,4,98.0,1950,2,1,19105.0,Normal,Mixed,Petrol,North,Manual,Authorized,High Risk
VH100848,7.8,115224,7.0,3,74.2,942,0,0,18195.0,Normal,Highway,Petrol,South,Automatic,Independent,High Risk
VH100849,3.6,66967,3.0,4,68.2,863,1,3,9649.0,Normal,City,Petrol,North,Manual,Independent,High Risk
VH100850,8.1,106293,11.0,3,71.0,780,0,3,16850.0,Low,Mixed,Diesel,West,Manual,Independent,High Risk
VH100851,4.5,69496,6.0,4,53.3,1681,1,1,12638.0,Normal,Mixed,CNG,West,Manual,Authorized,Low Risk
VH100852,4.2,50343,13.0,4,26.7,767,0,3,10257.0,Normal,Highway,Diesel,South,Manual,Independent,Low Risk
VH100853,8.0,84423,4.0,2,56.9,1675,1,0,10782.0,Normal,City,Electric,East,Manual,Authorized,Low Risk
VH100854,5.6,68712,18.0,2,,1534,2,0,2258.0,Normal,City,Diesel,West,Automatic,Independent,Low Risk
VH100855,6.3,62583,8.0,2,44.7,967,0,1,8649.0,Normal,Mixed,Petrol,North,Manual,Authorized,High Risk
VH100856,5.5,20498,7.0,0,20.0,2063,1,0,7193.0,Low,City,Diesel,North,Manual,Authorized,Low Risk
VH100857,6.4,69568,17.0,0,56.2,490,0,0,8001.0,Normal,City,CNG,East,Manual,Authorized,Low Risk
VH100858,6.6,87532,14.0,3,79.3,2113,2,0,19081.0,Low,City,Diesel,West,Automatic,Independent,High Risk
VH100859,0.5,5000,5.0,1,18.4,1416,0,1,4099.0,Low,City,Diesel,South,Manual,Independent,Low Risk
VH100860,7.3,121976,14.0,0,94.4,200,1,2,10086.0,Normal,Highway,Diesel,South,Manual,Authorized,High Risk
VH100861,2.8,31749,12.0,2,38.5,2078,1,2,10248.0,Normal,City,Petrol,West,Manual,Independent,High Risk
VH100862,1.6,24183,8.0,3,39.4,1756,0,0,8420.0,Normal,City,Petrol,South,Manual,Authorized,Low Risk
VH100863,5.3,48935,13.0,1,34.5,1027,2,1,7245.0,Normal,City,Petrol,South,Manual,,High Risk
VH100864,5.7,95617,17.0,3,64.8,748,1,1,10120.0,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH100865,3.6,47091,8.0,3,37.9,434,0,2,7368.0,Normal,City,CNG,West,Automatic,Independent,Low Risk
VH100866,7.7,110444,8.0,4,81.4,2506,1,0,14851.0,Normal,City,Petrol,North,Manual,Independent,High Risk
VH100867,1.9,33233,7.0,2,41.2,770,1,1,5165.0,Normal,Mixed,Petrol,North,Manual,Authorized,Low Risk
VH100868,4.4,69382,5.0,2,53.9,593,0,1,9960.0,Low,,CNG,South,Manual,Authorized,Low Risk
VH100869,3.9,44293,8.0,2,48.3,1389,0,4,4281.0,Normal,City,CNG,South,Automatic,Independent,Low Risk
VH100870,5.4,83490,7.0,0,54.2,398,2,1,6830.0,Normal,Highway,Diesel,South,Automatic,Independent,Low Risk
VH100871,6.3,62994,7.0,1,58.7,740,0,0,13387.0,Normal,Mixed,Petrol,North,Manual,Independent,Low Risk
VH100872,2.8,22174,7.0,2,37.5,1767,1,1,5801.0,Normal,Highway,Diesel,North,Automatic,Independent,Low Risk
VH100873,7.5,86379,4.0,0,,1491,2,1,14148.0,Normal,Mixed,Diesel,West,Manual,Independent,High Risk
VH100874,5.7,78802,15.0,0,59.3,1049,0,1,7154.0,Normal,City,CNG,South,Manual,Authorized,Low Risk
VH100875,0.5,5000,5.0,1,24.6,1260,0,0,3019.0,Normal,City,Petrol,West,Automatic,Authorized,Low Risk
VH100876,0.5,7864,18.0,0,8.5,1020,0,0,2323.0,Low,City,Electric,West,Automatic,Authorized,Low Risk
VH100877,5.5,62776,4.0,1,51.1,1218,0,1,6703.0,Normal,City,Diesel,South,Manual,Authorized,Low Risk
VH100878,4.9,56887,20.0,2,48.9,854,0,0,2072.0,Normal,Mixed,Diesel,South,Automatic,,Low Risk
VH100879,5.2,51190,6.0,3,27.8,948,1,0,12747.0,Normal,Highway,Petrol,West,Automatic,Authorized,Low Risk
VH100880,5.4,69683,14.0,2,57.9,932,0,2,15877.0,Normal,Mixed,Electric,South,Manual,Independent,High Risk
VH100881,6.1,67034,9.0,2,37.5,873,0,2,11027.0,Normal,Mixed,Diesel,West,Manual,Authorized,High Risk
VH100882,8.1,131447,3.0,4,82.3,1793,1,0,15522.0,Normal,Mixed,Petrol,South,Manual,Independent,High Risk
VH100883,2.5,25997,3.0,3,28.9,1650,0,2,6916.0,Low,City,Petrol,South,Automatic,Authorized,Low Risk
VH100884,2.3,39609,5.0,1,28.0,765,2,4,8525.0,,Mixed,Petrol,South,Manual,Authorized,High Risk
VH100885,2.5,26871,6.0,0,29.8,629,1,1,3624.0,Normal,City,Petrol,West,Manual,Authorized,Low Risk
VH100886,6.3,70469,8.0,3,53.9,1168,0,2,11775.0,Normal,City,Petrol,South,Manual,Independent,Low Risk
VH100887,8.9,67526,10.0,1,42.5,2371,2,1,5751.0,Low,Highway,Petrol,West,Manual,Authorized,Low Risk
VH100888,4.3,55812,7.0,2,51.3,716,0,2,6176.0,Normal,Mixed,Diesel,North,Automatic,Authorized,Low Risk
VH100889,0.5,5000,10.0,3,8.4,1166,0,0,6876.0,Normal,Mixed,Diesel,East,Manual,Independent,Low Risk
VH100890,0.9,5000,11.0,0,41.9,1296,0,1,5213.0,Normal,City,Diesel,West,Automatic,Authorized,Low Risk
VH100891,3.3,12997,7.0,1,20.0,1194,1,3,8712.0,Normal,Mixed,Diesel,South,Automatic,Authorized,Low Risk
VH100892,4.0,40946,12.0,2,23.9,1012,2,3,2547.0,Normal,City,Petrol,West,Manual,Authorized,Low Risk
VH100893,4.4,12465,13.0,1,10.1,1851,2,0,1981.0,Normal,Highway,Diesel,North,Automatic,Authorized,Low Risk
VH100894,5.6,62358,11.0,2,61.3,1486,1,1,10909.0,Low,City,Diesel,North,Manual,Authorized,High Risk
VH100895,4.7,56059,11.0,2,40.6,1690,1,3,5840.0,Normal,City,Diesel,North,Manual,Authorized,Low Risk
